0		113	-134  1911 708	1
0		114	132  1911 708	0.98893
0		115	127  1894 661	0.998502
0		116	121  1873 600	0.999568
0		117	116  1848 550	0.999684
0		118	112  1814 471	0.999523
0		119	-112  1750 379	0.999938
0		120	111  1750 379	0.99999
0		121	104  1709 338	0.999568
1		123	-118  1654 265	0.902882
2		125	-142  1647 255	0.998055
3		128	-218  1642 261	1
3		129	-206  1641 263	1
3		130	-232  1643 263	1
3		131	-247  1644 264	1
3		132	-225  1646 264	1
4		134	185  1648 261	0.839444
5		136	211  1648 259	0.868407
5		137	186  1647 257	1
6		139	245  1643 255	1
7		141	253  1640 251	1
7		142	219  1639 249	1
7		143	129  1639 248	0.992337
7		144	-175  1639 250	0.873267
8		146	-172  1642 248	1
8		147	-204  1643 247	1
8		148	-120  1655 242	0.675679
8		149	142  1645 245	0.99994
9		152	-135  1634 246	0.966839
9		153	-124  1649 238	0.992444
9		154	120  1652 238	0.99957
9		155	-125  1641 249	0.999804
9		156	126  1630 232	0.958492
9		157	-127  1630 243	0.947288
9		158	121  1631 232	1
10		161	116  1640 248	0.59839
10		162	115  1637 247	0.925905
11		165	123  1631 241	0.999588
11		166	-105  1630 242	0.0964578
11		167	131  1639 246	0.998925
11		168	-111  1629 242	0.991425
12		170	-126  1632 236	0.972554
12		171	-133  1644 232	0.986783
12		172	-132  1628 238	0.989384
12		173	-118  1630 242	0.882119
12		174	-120  1618 243	0.99687
12		175	-118  1641 233	0.815691
12		176	138  1621 242	0.999991
12		177	-119  1621 233	0.226915
13		179	123  1619 231	0.999098
13		180	-132  1629 248	0.265161
13		181	-114  1637 235	0.876413
13		182	123  1638 234	0.560391
13		183	121  1637 236	0.999618
13		184	-112  1616 232	0.416322
13		185	-135  1615 244	1
13		186	117  1614 244	0.0305549
13		187	-141  1615 243	1
13		188	-126  1622 249	0.80414
13		189	122  1612 246	0.265161
13		190	128  1630 237	0.976446
13		191	108  1611 235	0.000785062
13		192	112  1618 247	0.259245
13		193	128  1608 241	0.977391
13		194	-138  1620 242	0.745171
14		197	137  1628 251	0.974442
14		198	202  1629 242	1
15		200	233  1630 242	1
15		201	-231  1631 242	1
16		204	209  1631 240	1
16		205	-210  1631 240	1
16		206	135  1631 247	1
16		207	121  1621 243	0.160541
16		208	120  1618 243	0.986221
16		209	-118  1621 231	0.999004
16		210	117  1631 244	0.489464
16		211	-134  1628 244	0.989713
16		212	119  1617 227	0.974004
16		213	113  1629 248	0.251897
16		214	-113  1634 232	0.220242
17		216	-98  1637 235	0.066409
17		217	110  1616 238	0.660548
17		218	115  1637 231	0.779714
17		219	129  1614 239	1
17		220	-125  1613 240	0.991025
17		221	-109  1627 247	0.762651
17		222	128  1616 227	1
17		223	116  1626 243	0.511861
17		224	-112  1614 229	0.108087
17		225	-119  1622 245	0.720098
17		226	109  1615 232	0.894066
17		227	-111  1614 231	0.998971
17		228	-115  1612 229	0.19191
17		229	-110  1622 246	0.584893
17		230	-121  1608 238	0.998774
17		231	127  1619 244	0.999999
17		232	-116  1627 235	0.180298
17		233	118  1627 235	0.815691
17		234	-138  1620 247	0.972274
17		235	133  1622 243	1
17		236	117  1614 230	0.545881
17		237	120  1632 236	0.999445
17		238	108  1628 234	0.575692
18		240	-112  1623 244	0.398482
18		241	126  1622 243	0.95945
18		242	-134  1627 233	0.205228
18		243	132  1622 234	0.96169
18		244	123  1617 232	0.966502
18		245	101  1628 247	0.606096
18		246	-116  1623 235	0.323881
18		247	-134  1617 240	0.98982
19		249	-132  1618 231	0.999976
20		253	-112  1606 224	0.999568
20		254	126  1610 237	0.611525
20		255	130  1615 229	0.683025
21		257	126  1611 241	0.90005
21		258	104  1610 243	0.128312
21		259	-120  1620 245	0.999918
21		260	-110  1610 242	0.27177
21		261	-110  1627 234	0.99943
21		262	117  1608 232	0.998989
21		263	105  1622 250	0.291487
21		264	111  1608 246	0.452347
21		265	107  1606 246	0.146805
21		266	-119  1618 247	0.8334
21		267	122  1607 244	0.480023
21		268	-130  1608 240	0.999699
21		269	108  1618 245	0.771666
22		272	112  1604 237	0.505352
22		273	-117  1622 230	0.0185393
22		274	-111  1603 235	0.98982
22		275	125  1603 236	0.999043
22		276	-120  1604 235	0.959042
22		277	-132  1612 225	0.95131
22		278	-144  1605 235	1
22		279	-127  1608 229	0.53225
22		280	121  1600 234	0.547104
22		281	-126  1606 227	0.873267
22		282	-118  1604 228	0.0120551
22		283	-125  1598 232	0.985028
23		285	119  1616 223	0.206896
23		286	116  1593 219	0.70677
23		287	-107  1614 225	0.999801
24		289	137  1604 223	0.995951
24		290	132  1606 224	0.65276
24		291	130  1607 227	0.999925
25		293	119  1611 224	0.0120551
25		294	127  1612 225	0.779053
26		297	140  1623 235	0.965473
26		298	-121  1624 221	0.574531
26		299	-122  1621 214	0.986783
26		300	-103  1602 199	0.999992
27		302	-105  1545 187	0.999766
27		303	-109  1475 183	0.999903
27		304	-109  1447 175	0.999644
27		305	-113  1341 153	0.999386
28		307	115  1276 135	0.997504
28		308	113  1182 109	1
29		333	-107  448 478	0.949837
30		357	-112  180 111	0.99687
30		358	112  180 111	0.995461
30		359	109  128 117	0.99077
30		360	109  93 128	0.991749
30		361	-111  9 194	0.972924
